country,date,elo_rating
Gabon,2024-11-18,1442
Gabon,2025-12-31,1405
Gabon,2026-03-27,1401
Gambia,2024-01-15,1385
Gambia,2024-01-19,1365
Gambia,2024-01-23,1354
Gambia,2024-06-08,1358
Gambia,2024-06-11,1347
Gambia,2024-09-04,1347
Gambia,2024-09-08,1342
Gambia,2024-10-11,1341
Gambia,2024-10-14,1360
Gambia,2024-11-15,1342
Gambia,2024-11-18,1378
Gambia,2026-03-31,1423
Georgia,2024-03-21,1651
Georgia,2024-03-26,1650
Georgia,2024-06-09,1666
Georgia,2024-06-18,1637
Georgia,2024-06-22,1646
Georgia,2024-06-26,1714
Georgia,2024-06-30,1705
Georgia,2024-09-07,1733
Georgia,2024-09-10,1755
Georgia,2024-10-11,1736
Georgia,2024-10-14,1705
Georgia,2024-11-16,1704
Georgia,2024-11-19,1692
Georgia,2025-06-08,1711
Georgia,2025-09-04,1692
Georgia,2025-10-11,1699
Georgia,2025-10-14,1685
Georgia,2025-11-15,1678
Germany,2024-03-23,1911
Germany,2024-03-26,1920
Germany,2024-06-03,1916
Germany,2024-06-07,1919
Germany,2024-06-14,1937
Germany,2024-06-19,1952
Germany,2024-06-23,1938
Germany,2024-06-29,1956
Germany,2024-07-05,1933
Germany,2024-09-07,1950
Germany,2024-09-10,1956
Germany,2024-10-11,1960
Germany,2024-10-14,1974
Germany,2024-11-16,1977
Germany,2024-11-19,1971
Germany,2025-06-04,1955
Germany,2025-06-08,1913
Germany,2025-09-04,1871
Germany,2025-09-07,1877
Germany,2025-10-10,1880
Germany,2025-10-13,1891
Germany,2025-11-14,1897
Germany,2025-11-17,1910
Germany,2026-03-27,1922
Germany,2026-03-30,1923
Ghana,2024-01-08,1541
Ghana,2024-01-14,1511
Ghana,2024-01-18,1522
Ghana,2024-01-22,1511
Ghana,2024-03-22,1504
Ghana,2024-03-26,1500
Ghana,2024-06-06,1532
Ghana,2024-06-10,1538
Ghana,2024-09-05,1513
Ghana,2024-09-09,1499
Ghana,2024-10-10,1488
Ghana,2024-10-15,1450
Ghana,2024-11-15,1462
Ghana,2024-11-18,1429
Ghana,2025-05-28,1451
Ghana,2025-05-31,1477
Ghana,2025-09-04,1466
Ghana,2025-09-08,1489
Ghana,2025-10-08,1504
Ghana,2025-10-12,1513
Ghana,2025-11-14,1511
Ghana,2025-11-18,1509
Ghana,2026-03-27,1506
Ghana,2026-03-30,1505
Gibraltar,2024-03-21,1050
Gibraltar,2024-03-26,1046
Gibraltar,2024-06-03,1046
Gibraltar,2024-06-06,1056
Gibraltar,2024-09-04,1065
Gibraltar,2024-09-08,1054
Gibraltar,2024-10-10,1059
Gibraltar,2024-10-13,1059
Gibraltar,2024-11-15,1050
Gibraltar,2024-11-19,1055
Gibraltar,2025-06-06,1051
Gibraltar,2025-10-12,1023
Gibraltar,2025-11-17,1017
Greece,2024-03-21,1738
Greece,2024-03-26,1739
Greece,2024-06-07,1736
Greece,2024-06-11,1738
Greece,2024-09-07,1754
Greece,2024-09-10,1780
Greece,2024-10-10,1814
Greece,2024-10-13,1823
Greece,2024-11-14,1793
Greece,2024-11-17,1812
Greece,2025-10-09,1773
Greece,2025-11-15,1775
Greece,2026-03-27,1750
Guatemala,2024-01-13,1484
Guatemala,2024-03-21,1481
Guatemala,2024-03-24,1487
Guatemala,2024-05-26,1482
Guatemala,2024-06-05,1485
Guatemala,2024-06-08,1486
Guatemala,2024-06-14,1485
Guatemala,2024-07-27,1472
Guatemala,2024-09-01,1481
Guatemala,2024-09-05,1499
Guatemala,2024-09-09,1503
Guatemala,2024-10-11,1521
Guatemala,2024-10-15,1506
Guatemala,2025-06-29,1533
Guatemala,2025-07-02,1525
Guatemala,2025-09-08,1507
Guatemala,2025-11-13,1510
Guatemala,2026-03-27,1514
Haiti,2024-03-23,1493
Haiti,2024-06-06,1497
Haiti,2024-06-09,1501
Haiti,2024-09-06,1514
Haiti,2024-09-09,1516
Haiti,2024-10-11,1520
Haiti,2024-10-14,1524
Haiti,2024-11-15,1527
Haiti,2024-11-18,1538
Haiti,2025-06-19,1473
Haiti,2025-06-22,1467
Haiti,2025-09-05,1474
Haiti,2025-09-09,1488
Haiti,2025-10-09,1517
Haiti,2025-10-13,1498
Haiti,2025-11-13,1527
Haiti,2025-11-18,1542
Haiti,2026-03-28,1530
Haiti,2026-03-31,1532
Honduras,2024-01-17,1514
Honduras,2024-03-23,1490
Honduras,2024-03-26,1487
Honduras,2024-06-06,1497
Honduras,2024-06-09,1512
Honduras,2024-06-16,1510
Honduras,2024-09-06,1528
Honduras,2024-09-10,1505
Honduras,2024-10-10,1518
Honduras,2024-10-14,1528
Honduras,2024-11-15,1572
Honduras,2024-11-19,1560
Honduras,2025-06-24,1583
Honduras,2025-09-05,1578
Honduras,2025-10-13,1603
Hungary,2024-03-22,1839
Hungary,2024-03-26,1841
Hungary,2024-06-04,1827
Hungary,2024-06-08,1831
Hungary,2024-06-15,1791
Hungary,2024-06-19,1776
Hungary,2024-06-23,1800
Hungary,2024-09-07,1783
Hungary,2024-09-10,1766
Hungary,2024-10-11,1771
Hungary,2024-10-14,1786
Hungary,2024-11-16,1772
Hungary,2024-11-19,1778
Hungary,2025-06-06,1697
Hungary,2025-09-09,1695
Hungary,2025-10-14,1718
Iceland,2024-01-13,1488
Iceland,2024-01-17,1505
Iceland,2024-03-21,1550
Iceland,2024-03-26,1544
Iceland,2024-06-07,1563
Iceland,2024-06-10,1561
Iceland,2024-09-06,1582
Iceland,2024-09-09,1574
Iceland,2024-10-11,1576
Iceland,2024-10-14,1557
Iceland,2024-11-16,1591
Iceland,2024-11-19,1576
Iceland,2025-06-06,1557
Iceland,2025-09-09,1562
Iceland,2025-10-13,1558
Iceland,2026-02-25,1562
Iceland,2026-03-28,1573
Iceland,2026-03-31,1571
Indonesia,2024-01-02,1270
Indonesia,2024-01-05,1263
Indonesia,2024-01-09,1262
Indonesia,2024-01-15,1253
Indonesia,2024-01-19,1286
Indonesia,2024-01-24,1284
Indonesia,2024-01-28,1279
Indonesia,2024-03-21,1297
Indonesia,2024-03-26,1344
Indonesia,2024-06-02,1341
Indonesia,2024-06-06,1327
Indonesia,2024-06-11,1333
Indonesia,2024-09-05,1348
Indonesia,2024-09-10,1362
Indonesia,2024-10-10,1373
Indonesia,2024-10-15,1359
Indonesia,2024-11-15,1353
Indonesia,2024-11-19,1393
Indonesia,2024-12-09,1397
Indonesia,2024-12-12,1377
Indonesia,2024-12-15,1356
Indonesia,2024-12-21,1320
Indonesia,2025-06-10,1357
Indonesia,2025-10-11,1341
Iran,2024-01-05,1829
Iran,2024-01-09,1830
Iran,2024-01-14,1837
Iran,2024-01-19,1838
Iran,2024-01-23,1845
Iran,2024-01-31,1824
Iran,2024-02-03,1853
Iran,2024-02-07,1816
Iran,2024-03-21,1817
Iran,2024-03-26,1819
Iran,2024-06-06,1820
Iran,2024-06-11,1808
Iran,2024-09-05,1809
Iran,2024-09-10,1820
Iran,2024-10-10,1818
Iran,2024-10-15,1832
Iran,2024-11-14,1835
Iran,2024-11-19,1838
Iran,2025-03-20,1843
Iran,2025-03-25,1830
Iran,2025-06-05,1798
Iran,2025-06-10,1801
Iran,2025-10-10,1762
Iran,2025-10-14,1764
Iran,2025-11-13,1756
Iran,2025-11-18,1755
Iran,2026-03-27,1739
Iran,2026-03-31,1760
Iraq,2024-01-06,1616
Iraq,2024-01-15,1625
Iraq,2024-01-19,1667
Iraq,2024-01-24,1674
Iraq,2024-01-29,1639
Iraq,2024-03-21,1640
Iraq,2024-03-26,1645
Iraq,2024-06-06,1659
Iraq,2024-06-11,1663
Iraq,2024-09-05,1671
Iraq,2024-09-10,1660
Iraq,2024-10-10,1665
Iraq,2024-10-15,1656
Iraq,2024-11-14,1649
Iraq,2024-11-19,1667
Iraq,2024-12-22,1668
Iraq,2024-12-25,1623
Iraq,2024-12-28,1584
Iraq,2025-06-05,1518
Iraq,2025-09-07,1564
Iraq,2025-10-11,1573
Iraq,2025-10-14,1580
Iraq,2025-11-13,1584
Iraq,2025-11-18,1596
Iraq,2025-12-03,1606
Iraq,2025-12-06,1620
Iraq,2025-12-09,1598
Iraq,2025-12-12,1582
Iraq,2026-03-31,1607
Israel,2024-03-21,1557
Israel,2024-06-08,1553
Israel,2024-06-11,1566
Israel,2024-09-06,1560
Israel,2024-09-09,1556
Israel,2024-10-10,1551
Israel,2024-10-14,1547
Israel,2024-11-14,1566
Israel,2024-11-17,1601
Israel,2025-10-11,1628
Italy,2024-03-21,1942
Italy,2024-03-24,1955
Italy,2024-06-04,1948
Italy,2024-06-09,1949
Italy,2024-06-15,1956
Italy,2024-06-20,1938
Italy,2024-06-24,1936
Italy,2024-06-29,1890
Italy,2024-09-06,1939
Italy,2024-09-09,1943
Italy,2024-10-10,1936
Italy,2024-10-14,1940
Italy,2024-11-14,1964
Italy,2024-11-17,1930
Italy,2025-06-06,1881
Italy,2025-11-16,1859
Italy,2026-03-31,1856
Ivory Coast,2024-01-06,1645
Ivory Coast,2024-01-13,1654
Ivory Coast,2024-01-18,1616
Ivory Coast,2024-01-22,1547
Ivory Coast,2024-01-29,1556
Ivory Coast,2024-02-03,1580
Ivory Coast,2024-02-07,1596
Ivory Coast,2024-02-11,1618
Ivory Coast,2024-03-23,1611
Ivory Coast,2024-03-26,1629
Ivory Coast,2024-06-07,1635
Ivory Coast,2024-06-11,1623
Ivory Coast,2024-09-06,1629
Ivory Coast,2024-09-10,1633
Ivory Coast,2024-10-11,1638
Ivory Coast,2024-10-15,1603
Ivory Coast,2024-11-15,1575
Ivory Coast,2024-11-19,1579
Ivory Coast,2025-06-07,1576
Ivory Coast,2025-10-14,1599
Ivory Coast,2025-11-14,1591
Ivory Coast,2025-11-18,1607
Ivory Coast,2025-12-24,1618
Ivory Coast,2025-12-28,1615
Ivory Coast,2025-12-31,1627
Ivory Coast,2026-01-06,1664
Ivory Coast,2026-01-10,1637
Ivory Coast,2026-03-28,1663
Ivory Coast,2026-03-31,1676
Jamaica,2024-03-01,1625
Jamaica,2024-03-03,1622
Jamaica,2024-03-21,1610
Jamaica,2024-03-24,1637
Jamaica,2024-06-06,1639
Jamaica,2024-06-09,1641
Jamaica,2024-06-22,1626
Jamaica,2024-06-26,1609
Jamaica,2024-06-30,1588
Jamaica,2024-09-06,1572
Jamaica,2024-09-10,1595
Jamaica,2024-10-10,1615
Jamaica,2024-10-14,1605
Jamaica,2024-11-14,1586
Jamaica,2024-11-18,1575
Jamaica,2025-10-10,1535
Jamaica,2025-11-18,1528
Jamaica,2026-03-31,1535
Japan,2024-01-01,1906
Japan,2024-01-09,1910
Japan,2024-01-14,1913
Japan,2024-01-19,1871
Japan,2024-01-24,1873
Japan,2024-01-31,1880
Japan,2024-02-03,1851
Japan,2024-03-21,1852
Japan,2024-06-06,1853
Japan,2024-06-11,1857
Japan,2024-09-05,1860
Japan,2024-09-10,1874
Japan,2024-10-10,1889
Japan,2024-10-15,1876
Japan,2024-11-15,1882
Japan,2024-11-19,1889
Japan,2025-06-05,1854
Japan,2025-06-10,1857
Japan,2025-09-06,1882
Japan,2025-09-09,1863
Japan,2025-10-10,1860
Japan,2025-10-14,1871
Japan,2025-11-14,1873
Japan,2025-11-18,1878
Japan,2026-03-28,1888
Japan,2026-03-31,1904
Jordan,2024-01-05,1517
Jordan,2024-01-09,1513
Jordan,2024-01-15,1535
Jordan,2024-01-20,1552
Jordan,2024-01-25,1519
Jordan,2024-01-29,1554
Jordan,2024-02-02,1569
Jordan,2024-02-06,1627
Jordan,2024-02-10,1597
Jordan,2024-03-21,1598
Jordan,2024-03-26,1599
Jordan,2024-06-06,1609
Jordan,2024-06-11,1635
Jordan,2024-08-27,1628
Jordan,2024-08-29,1631
Jordan,2024-09-05,1615
Jordan,2024-09-10,1630
Jordan,2024-10-10,1601
Jordan,2024-10-15,1620
Jordan,2024-11-14,1627
Jordan,2024-11-19,1617
Jordan,2025-11-14,1609
Jordan,2025-11-18,1609
Jordan,2025-12-03,1625
Jordan,2025-12-06,1635
Jordan,2025-12-09,1669
Jordan,2025-12-12,1685
Jordan,2025-12-15,1701
Jordan,2025-12-18,1689
Jordan,2026-03-27,1687
Jordan,2026-03-31,1690
Kazakhstan,2024-03-14,1486
Kazakhstan,2024-03-21,1476
Kazakhstan,2024-03-26,1470
Kazakhstan,2024-06-07,1462
Kazakhstan,2024-06-11,1453
Kazakhstan,2024-09-06,1463
Kazakhstan,2024-09-09,1457
Kazakhstan,2024-10-10,1453
Kazakhstan,2024-10-13,1443
Kazakhstan,2024-11-14,1435
Kazakhstan,2024-11-17,1430
Kazakhstan,2025-09-07,1389
Kazakhstan,2025-11-15,1421
Kenya,2024-03-23,1382
Kenya,2024-03-26,1402
Kenya,2024-06-07,1395
Kenya,2024-06-11,1407
Kenya,2024-06-27,1440
Kenya,2024-06-30,1397
Kenya,2024-07-02,1422
Kenya,2024-09-06,1416
Kenya,2024-09-10,1433
Kenya,2024-10-11,1419
Kenya,2024-10-14,1408
Kenya,2024-11-15,1407
Kenya,2024-11-19,1402
Kenya,2025-10-14,1354
Kenya,2025-11-18,1344
Kosovo,2024-03-22,1512
Kosovo,2024-03-26,1510
Kosovo,2024-06-05,1505
Kosovo,2024-09-06,1478
Kosovo,2024-09-09,1512
Kosovo,2024-10-12,1527
Kosovo,2024-10-15,1536
Kosovo,2024-11-15,1550
Kosovo,2024-11-18,1554
Kosovo,2025-09-05,1600
Kosovo,2025-09-08,1636
Kosovo,2025-10-13,1665
Kosovo,2025-11-18,1714
Kosovo,2026-03-31,1721
Kuwait,2024-01-12,1355
Kuwait,2024-01-19,1340
Kuwait,2024-03-21,1333
Kuwait,2024-03-26,1324
Kuwait,2024-06-06,1322
Kuwait,2024-06-11,1328
Kuwait,2024-09-05,1344
Kuwait,2024-09-10,1355
Kuwait,2024-10-10,1340
Kuwait,2024-10-15,1344
Kuwait,2024-11-14,1336
Kuwait,2024-11-19,1346
Kuwait,2024-12-09,1340
Kuwait,2024-12-12,1329
Kuwait,2024-12-15,1314
Kuwait,2024-12-21,1318
Kuwait,2024-12-24,1346
Kuwait,2024-12-27,1351
Kuwait,2024-12-31,1333
Kuwait,2025-06-10,1289
Kuwait,2025-10-10,1292
Kuwait,2025-12-06,1343
Latvia,2024-03-21,1349
Latvia,2024-03-26,1341
Latvia,2024-06-08,1312
Latvia,2024-06-11,1321
Latvia,2024-09-07,1307
Latvia,2024-09-10,1319
Latvia,2024-10-10,1297
Latvia,2024-10-13,1300
Latvia,2024-11-14,1296
Latvia,2024-11-17,1276
Latvia,2025-10-14,1278
Lebanon,2024-01-04,1309
Lebanon,2024-01-12,1296
Lebanon,2024-01-17,1305
Lebanon,2024-01-22,1285
Lebanon,2024-03-21,1283
Lebanon,2024-03-26,1280
Lebanon,2024-06-06,1288
Lebanon,2024-06-11,1297
Lebanon,2024-09-04,1316
Lebanon,2024-09-08,1304
Lebanon,2024-11-14,1310
Lebanon,2024-11-19,1313
Lebanon,2024-12-12,1324
Lebanon,2024-12-15,1339
Lebanon,2025-08-24,1344
Libya,2024-01-02,1372
Libya,2024-01-05,1379
Libya,2024-01-12,1394
Libya,2024-03-22,1408
Libya,2024-03-26,1408
Libya,2024-06-06,1410
Libya,2024-06-11,1402
Libya,2024-08-31,1407
Libya,2024-09-04,1398
Libya,2024-09-10,1377
Libya,2024-10-11,1371
Libya,2024-11-14,1395
Libya,2024-11-18,1391
Libya,2025-10-08,1430
Liechtenstein,2024-03-22,950
Liechtenstein,2024-03-26,958
Liechtenstein,2024-06-03,957
Liechtenstein,2024-06-07,967
Liechtenstein,2024-09-05,942
Liechtenstein,2024-09-08,953
Liechtenstein,2024-10-10,965
Liechtenstein,2024-10-13,965
Liechtenstein,2024-11-14,962
Liechtenstein,2024-11-18,913
Liechtenstein,2025-06-09,905
Liechtenstein,2025-09-04,904
Liechtenstein,2025-11-18,900
Lithuania,2024-03-21,1326
Lithuania,2024-03-26,1330
Lithuania,2024-06-08,1359
Lithuania,2024-06-11,1355
Lithuania,2024-09-06,1327
Lithuania,2024-09-09,1323
Lithuania,2024-10-12,1308
Lithuania,2024-10-15,1302
Lithuania,2024-11-15,1287
Lithuania,2024-11-18,1283
Lithuania,2025-09-07,1284
Lithuania,2025-11-17,1276
Luxembourg,2024-03-21,1507
Luxembourg,2024-03-26,1513
Luxembourg,2024-06-05,1512
Luxembourg,2024-06-08,1511
Luxembourg,2024-09-05,1490
Luxembourg,2024-09-08,1462
Luxembourg,2024-10-12,1470
Luxembourg,2024-10-15,1470
Luxembourg,2024-11-15,1444
Luxembourg,2024-11-18,1445
Luxembourg,2025-10-10,1413
Luxembourg,2025-11-14,1401
Malaysia,2024-01-08,1305
Malaysia,2024-01-15,1283
Malaysia,2024-01-20,1267
Malaysia,2024-01-25,1290
Malaysia,2024-03-15,1292
Malaysia,2024-03-21,1284
Malaysia,2024-03-26,1266
Malaysia,2024-06-06,1272
Malaysia,2024-06-11,1276
Malaysia,2024-09-04,1280
Malaysia,2024-09-08,1292
Malaysia,2024-10-14,1288
Malaysia,2024-11-14,1289
Malaysia,2024-11-18,1289
Malaysia,2024-12-08,1274
Malaysia,2024-12-11,1275
Malaysia,2024-12-14,1268
Malaysia,2024-12-20,1255
Malaysia,2025-06-03,1253
Mali,2024-01-06,1620
Mali,2024-01-16,1643
Mali,2024-01-20,1646
Mali,2024-01-24,1630
Mali,2024-01-30,1649
Mali,2024-02-03,1625
Mali,2024-03-22,1631
Mali,2024-03-26,1646
Mali,2024-06-06,1614
Mali,2024-06-11,1600
Mali,2024-09-06,1587
Mali,2024-09-10,1591
Mali,2024-10-11,1596
Mali,2024-10-15,1588
Mali,2024-11-15,1605
Mali,2024-11-19,1610
Mali,2025-09-08,1597
Mali,2025-11-18,1612
Mali,2025-12-26,1615
Mali,2026-01-03,1600
Mali,2026-01-09,1589
Malta,2024-03-21,1257
Malta,2024-03-26,1260
Malta,2024-06-07,1258
Malta,2024-06-11,1256
Malta,2024-09-07,1241
Malta,2024-09-10,1259
Malta,2024-10-13,1280
Malta,2024-11-14,1283
Malta,2024-11-19,1269
Malta,2025-06-10,1250
Malta,2025-10-09,1257
Malta,2025-10-12,1247
Mauritania,2024-01-06,1399
Mauritania,2024-01-16,1385
Mauritania,2024-01-20,1363
Mauritania,2024-01-23,1407
Mauritania,2024-01-29,1391
Mauritania,2024-03-22,1385
Mauritania,2024-03-26,1394
Mauritania,2024-06-06,1351
Mauritania,2024-06-09,1345
Mauritania,2024-09-07,1358
Mauritania,2024-09-10,1348
Mauritania,2024-10-11,1343
Mauritania,2024-10-15,1335
Mauritania,2024-11-15,1341
Mauritania,2024-11-19,1364
Mauritania,2026-03-27,1311
Mauritius,2024-03-22,1029
Mauritius,2024-03-26,1011
Mauritius,2024-06-06,1009
Mauritius,2024-06-11,1036
Mauritius,2024-09-03,1046
Mauritius,2024-09-06,1041
Mauritius,2024-11-19,1036
Mauritius,2025-09-04,1087
Mexico,2024-03-21,1826
Mexico,2024-03-24,1800
Mexico,2024-05-31,1805
Mexico,2024-06-05,1795
Mexico,2024-06-08,1791
Mexico,2024-06-22,1806
Mexico,2024-06-26,1779
Mexico,2024-06-30,1785
Mexico,2024-09-07,1793
Mexico,2024-09-10,1792
Mexico,2024-10-15,1801
Mexico,2024-11-15,1757
Mexico,2024-11-19,1769
Mexico,2025-06-07,1802
Mexico,2025-06-10,1813
Mexico,2025-07-06,1861
Mexico,2025-09-06,1862
Mexico,2025-09-09,1859
Mexico,2025-10-11,1847
Mexico,2025-10-14,1846
Mexico,2025-11-15,1845
Mexico,2025-11-18,1834
Mexico,2026-01-22,1844
Mexico,2026-01-25,1852
Mexico,2026-02-25,1856
Mexico,2026-03-28,1857
Mexico,2026-03-31,1857
Moldova,2024-03-22,1344
Moldova,2024-03-26,1346
Moldova,2024-06-08,1352
Moldova,2024-06-11,1349
Moldova,2024-09-07,1364
Moldova,2024-09-10,1364
Moldova,2024-10-10,1370
Moldova,2024-10-13,1349
Moldova,2024-11-16,1360
Moldova,2024-11-19,1355
Moldova,2025-09-09,1300
Montenegro,2024-03-21,1561
Montenegro,2024-03-25,1571
Montenegro,2024-06-05,1570
Montenegro,2024-06-09,1554
Montenegro,2024-09-06,1533
Montenegro,2024-09-09,1516
Montenegro,2024-10-11,1512
Montenegro,2024-10-14,1506
Montenegro,2024-11-16,1472
Montenegro,2024-11-19,1520
Montenegro,2025-06-06,1519
Montenegro,2025-09-05,1494
Montenegro,2025-09-08,1491
Montenegro,2025-11-17,1443
Morocco,2024-01-11,1847
Morocco,2024-01-17,1852
Morocco,2024-01-21,1832
Morocco,2024-01-24,1838
Morocco,2024-01-30,1773
Morocco,2024-03-22,1775
Morocco,2024-03-26,1766
Morocco,2024-06-07,1770
Morocco,2024-06-11,1773
Morocco,2024-09-06,1778
Morocco,2024-09-09,1779
Morocco,2024-10-12,1782
Morocco,2024-10-15,1785
Morocco,2024-11-15,1800
Morocco,2024-11-18,1802
Morocco,2025-12-08,1826
Morocco,2025-12-18,1854
Morocco,2025-12-21,1856
Morocco,2025-12-26,1837
Morocco,2025-12-29,1840
Morocco,2026-01-04,1842
Morocco,2026-01-09,1852
Morocco,2026-01-14,1838
Morocco,2026-01-18,1806
Morocco,2026-03-27,1810
Morocco,2026-03-31,1821
Mozambique,2024-01-06,1364
Mozambique,2024-01-08,1363
Mozambique,2024-01-14,1381
Mozambique,2024-01-19,1352
Mozambique,2024-01-22,1363
Mozambique,2024-06-07,1365
Mozambique,2024-06-10,1393
Mozambique,2024-06-26,1407
Mozambique,2024-06-29,1397
Mozambique,2024-07-02,1422
Mozambique,2024-07-05,1421
Mozambique,2024-07-07,1416
Mozambique,2024-09-06,1429
Mozambique,2024-09-10,1440
Mozambique,2024-10-11,1425
Mozambique,2024-10-14,1442
Mozambique,2024-11-15,1425
Mozambique,2024-11-19,1447
Mozambique,2025-12-24,1369
Netherlands,2024-03-22,1977
Netherlands,2024-03-26,1968
Netherlands,2024-06-06,1972
Netherlands,2024-06-10,1974
Netherlands,2024-06-16,1985
Netherlands,2024-06-21,1992
Netherlands,2024-06-25,1959
Netherlands,2024-07-02,1975
Netherlands,2024-07-06,1989
Netherlands,2024-07-10,1963
Netherlands,2024-09-07,1965
Netherlands,2024-09-10,1959
Netherlands,2024-10-11,1954
Netherlands,2024-10-14,1940
Netherlands,2024-11-16,1954
Netherlands,2024-11-19,1938
Netherlands,2025-06-07,1974
Netherlands,2025-06-10,1975
Netherlands,2025-09-04,1959
Netherlands,2025-09-07,1960
Netherlands,2025-10-09,1962
Netherlands,2025-10-12,1966
Netherlands,2025-11-14,1958
Netherlands,2025-11-17,1959
Netherlands,2026-03-27,1965
Netherlands,2026-03-31,1961
New Zealand,2024-03-22,1518
New Zealand,2024-03-26,1525
New Zealand,2024-06-18,1540
New Zealand,2024-06-21,1550
New Zealand,2024-06-27,1560
New Zealand,2024-06-30,1570
New Zealand,2024-09-07,1562
New Zealand,2024-09-10,1569
New Zealand,2024-10-11,1576
New Zealand,2024-10-14,1580
New Zealand,2024-11-15,1583
New Zealand,2024-11-18,1583
New Zealand,2025-06-07,1610
New Zealand,2025-06-10,1602
New Zealand,2025-09-05,1599
New Zealand,2025-09-09,1587
New Zealand,2025-10-09,1583
New Zealand,2025-10-14,1591
New Zealand,2025-11-15,1589
New Zealand,2025-11-18,1585
New Zealand,2026-03-27,1552
New Zealand,2026-03-30,1585
Nicaragua,2024-03-22,1330
Nicaragua,2024-03-26,1316
Nicaragua,2024-05-26,1321
Nicaragua,2024-06-05,1327
Nicaragua,2024-06-08,1349
Nicaragua,2024-09-06,1371
Nicaragua,2024-09-10,1373
Nicaragua,2024-10-10,1353
Nicaragua,2024-10-14,1363
Nicaragua,2025-10-09,1302
Nicaragua,2025-11-18,1328
Nigeria,2024-01-08,1565
Nigeria,2024-01-14,1561
Nigeria,2024-01-18,1599
Nigeria,2024-01-22,1610
Nigeria,2024-01-27,1645
Nigeria,2024-02-02,1662
Nigeria,2024-02-07,1656
Nigeria,2024-02-11,1634
Nigeria,2024-03-22,1641
Nigeria,2024-03-26,1626
Nigeria,2024-06-07,1618
Nigeria,2024-06-10,1586
Nigeria,2024-09-07,1597
Nigeria,2024-09-10,1589
Nigeria,2024-10-11,1595
Nigeria,2024-11-14,1586
Nigeria,2024-11-18,1550
Nigeria,2025-05-28,1569
Nigeria,2025-09-09,1584
Nigeria,2025-11-16,1627
Nigeria,2025-12-27,1654
Nigeria,2026-01-10,1731
Nigeria,2026-01-14,1745
Nigeria,2026-01-17,1739
Nigeria,2026-03-27,1755
Nigeria,2026-03-31,1752
North Korea,2024-03-21,1369
North Korea,2024-06-06,1393
North Korea,2024-06-11,1397
North Korea,2024-08-27,1404
North Korea,2024-08-29,1401
North Korea,2024-09-05,1397
North Korea,2024-09-10,1407
North Korea,2024-10-10,1419
North Korea,2024-10-15,1396
North Korea,2024-11-14,1393
North Korea,2024-11-19,1387
North Korea,2025-06-10,1375
North Macedonia,2024-03-22,1561
North Macedonia,2024-03-25,1551
North Macedonia,2024-06-03,1549
North Macedonia,2024-06-10,1546
North Macedonia,2024-09-07,1536
North Macedonia,2024-09-10,1553
North Macedonia,2024-10-10,1575
North Macedonia,2024-10-13,1603
North Macedonia,2024-11-14,1607
North Macedonia,2024-11-17,1610
North Macedonia,2025-06-06,1620
North Macedonia,2025-10-10,1638
Northern Ireland,2024-03-22,1498
Northern Ireland,2024-03-26,1516
Northern Ireland,2024-06-08,1515
Northern Ireland,2024-06-11,1518
Northern Ireland,2024-09-05,1539
Northern Ireland,2024-09-08,1522
Northern Ireland,2024-10-12,1519
Northern Ireland,2024-10-15,1545
Northern Ireland,2024-11-15,1561
Northern Ireland,2024-11-18,1560
Northern Ireland,2025-09-07,1585
Northern Ireland,2025-10-13,1607
Norway,2024-03-22,1742
Norway,2024-03-26,1737
Norway,2024-06-05,1742
Norway,2024-06-08,1734
Norway,2024-09-06,1724
Norway,2024-09-09,1747
Norway,2024-10-10,1775
Norway,2024-10-13,1756
Norway,2024-11-14,1801
Norway,2024-11-17,1806
Norway,2025-06-06,1862
Norway,2025-06-09,1866
Norway,2025-09-04,1868
Norway,2025-09-09,1870
Norway,2025-10-11,1880
Norway,2025-10-14,1872
Norway,2025-11-13,1874
Norway,2025-11-16,1922
Norway,2026-03-27,1916
Norway,2026-03-31,1912
Oman,2024-01-06,1568
Oman,2024-01-16,1544
Oman,2024-01-21,1535
Oman,2024-01-25,1518
Oman,2024-03-21,1526
Oman,2024-03-26,1544
Oman,2024-06-06,1547
Oman,2024-06-11,1531
Oman,2024-09-05,1523
Oman,2024-09-10,1501
Oman,2024-10-10,1516
Oman,2024-10-15,1497
Oman,2024-11-14,1507
Oman,2024-11-19,1489
Oman,2024-12-16,1490
Oman,2024-12-21,1486
Oman,2024-12-24,1510
Oman,2024-12-27,1511
Oman,2024-12-31,1534
Oman,2025-10-08,1520
Oman,2025-11-18,1492
Oman,2025-12-02,1460
Palestine,2024-01-07,1405
Palestine,2024-01-09,1410
Palestine,2024-01-14,1403
Palestine,2024-01-18,1411
Palestine,2024-01-23,1422
Palestine,2024-01-29,1412
Palestine,2024-03-21,1417
Palestine,2024-03-26,1421
Palestine,2024-06-06,1413
Palestine,2024-06-11,1408
Palestine,2024-09-05,1425
Palestine,2024-09-10,1410
Palestine,2024-10-10,1405
Palestine,2024-10-15,1401
Palestine,2024-11-14,1391
Palestine,2024-11-19,1407
Palestine,2025-12-01,1475
Palestine,2025-12-04,1483
Palestine,2025-12-11,1469
Panama,2024-03-21,1733
Panama,2024-03-24,1706
Panama,2024-06-06,1709
Panama,2024-06-09,1710
Panama,2024-06-16,1697
Panama,2024-06-23,1685
Panama,2024-06-27,1724
